longitude,latitude,slope_degrees,elevation_meters
121.12165713378454,14.239823568547855,3.8218870162963867,38
121.11545875832411,14.263000102878138,0.0,28
121.14321670060343,14.24063205230356,3.014014720916748,21
121.13620984138726,14.249794868201583,3.9914867877960205,18
121.16208132156993,14.259496673270071,0.9274099469184875,6
121.14618114104098,14.225809850115589,5.864225387573242,20
121.12327410129598,14.267851005412382,3.014343500137329,17
121.11168583413081,14.262461113707666,2.8685648441314697,30
121.14106074392151,14.265695048730493,1.8543341159820557,9
121.11653673666507,14.26353909204861,2.939863681793213,36
121.10279251281804,14.261922124537193,3.373291254043579,36
121.11761471500603,14.260035662440544,1.8543341159820557,28
121.14429467894433,14.250064362786816,3.0141286849975586,15
121.16423727825179,14.225809850115589,4.167076587677002,10
121.1407912493363,14.247369416934454,1.8543341159820557,19
121.16747121327461,14.260844146196249,0.0,2
121.1151892637389,14.239015084792143,4.245576858520508,50
121.10036706155091,14.271084940435216,2.0863850116729736,32
121.14779810855242,14.271623929605681,1.3324787616729736,5
121.14698962479673,14.237398117280733,0.9274099469184875,17
121.15776940820615,14.229582774308888,2.086304187774658,12
121.1521100219162,14.279169777992287,0.0,2
121.1596558703028,14.220958947581344,3.704791784286499,14
121.14941507606386,14.270545951264744,2.939873218536377,7
121.10548745867038,14.287254615549365,8.598489761352539,18
121.1305504550973,14.256532232832477,3.704791784286499,26
121.1162672420798,14.254106781565355,1.3324254751205444,34
121.14267771143295,14.258957684099599,2.7802884578704834,10
121.14106074392151,14.264617070389555,2.7802884578704834,8
121.15076254899003,14.272162918776154,2.1259605884552,8
121.15480496776854,14.240362557718328,0.9274099469184875,15
121.11869269334693,14.253837286980115,3.9323842525482178,28
121.13162843343827,14.241710030644505,2.0863277912139893,30
121.14025226016582,14.26919847833856,1.3324711322784424,12
121.1302809605121,14.258688189514366,2.0863606929779053,24
121.16208132156993,14.270545951264744,0.0,2
121.15803890279136,14.26758151082715,2.1259243488311768,5
121.1114163395456,14.236859128110261,3.825681447982788,54
121.14779810855242,14.282942702185593,0.0,2
121.14348619518864,14.282134218429881,2.086406707763672,8
