longitude,latitude,flood_recurrence_pct
121.1217811356959,14.23995913657005,0
121.11558276023547,14.2628661763151,0
121.14334070251479,14.24049812574053,0
121.1360643487134,14.249930436223778,0
121.16220532348129,14.259632241292266,0
121.14603564836713,14.225675923552558,0
121.12339810320734,14.267986573434584,0
121.11180983604217,14.26259668172986,0
121.14118474583287,14.265830616752694,0
121.11639124399116,14.263674660070805,0
121.1029165147294,14.261788197974155,0
121.11773871691739,14.260171230462745,0
121.1444186808557,14.250199930809018,0
121.16409178557794,14.225675923552558,0
121.1406457566624,14.247504984956663,0
121.16732572060076,14.26071021963321,43
121.11531326565026,14.238881158229105,0
121.10049106346227,14.270951013872178,0
121.14792211046378,14.271490003042643,0
121.14711362670809,14.237533685302935,0
121.15789341011751,14.229718342331097,0
121.15196452924229,14.279305346014496,91
121.15951037762889,14.22109451560354,0
121.14953907797522,14.270681519286939,0
121.10534196599653,14.287120688986334,0
121.13067445700867,14.256667800854672,0
121.11639124399116,14.253972855002317,0
121.14280171334431,14.2590932521218,0
121.14118474583287,14.264483143826524,0
121.15088655090139,14.272028992213123,0
121.1549289696799,14.24049812574053,0
121.11881669525829,14.253972855002317,0
121.13148294076441,14.2418455986667,0
121.14010676749191,14.269334046360768,0
121.13040496242346,14.258554262951336,0
121.16193582889602,14.270412024701713,85
121.15816290470272,14.267717078849344,0
121.11154034145696,14.236994696132456,0
121.14765261587851,14.282808775622556,51
121.14334070251479,14.28226978645209,0
121.1398372729067,14.270412024701713,0
121.14792211046378,14.220286031847834,0
121.11504377106499,14.231604804427747,0
121.16382229099267,14.254511844172796,0
121.11854720067308,14.222980977700203,0
121.14253221875904,14.245618522860013,0
121.11666073857643,14.249121952468073,0
121.10803691184887,14.260440725047985,0
121.15142554007187,14.238881158229105,0
121.110462363116,14.276071410991662,0
121.14603564836713,14.249121952468073,0
121.1255540598892,14.252355887490907,0
121.13525586495771,14.269064551775529,0
121.16031886138464,14.28361725937826,100
121.11154034145696,14.273645959724533,0
121.12528456530399,14.253703360417077,0
121.14549665919665,14.28631220523063,100
121.14091525124766,14.248852457882833,0
121.13336940286106,14.271490003042643,0
121.11396579272403,14.274454443480252,0
121.12151164111069,14.263944154656045,0
121.10992337394552,14.222441988529724,0
121.13902878915101,14.273106970554068,0
121.1247455761335,14.263674660070805,0
121.12070315735494,14.229179353160617,0
121.15034756173091,14.23645570696199,0
121.13848979998053,14.24238458783718,0
121.1330999082758,14.232952277353917,0
121.1549289696799,14.245888017445239,0
121.11288781438313,14.233491266524396,0
121.10183853638844,14.255589822513741,0
121.1029165147294,14.239150652814345,0
121.15061705631612,14.28226978645209,100
121.16166633431081,14.229718342331097,0
121.12070315735494,14.246696501200958,0
121.12797951115633,14.241037114910995,0
121.1360643487134,14.275262927235957,0
121.16759521518597,14.28550372147491,100
121.11180983604217,14.23618621237675,0
121.16382229099267,14.2590932521218,0
121.10453348224078,14.225675923552558,0
121.13795081081005,14.28200029186685,0
121.1587018938732,14.227292891063968,0
121.16732572060076,14.248852457882833,0
121.10857590101935,14.278766356844017,0
121.16031886138464,14.232413288183452,0
121.10103005263275,14.278227367673551,0
121.16975117186789,14.280113829770201,100
121.13202192993484,14.237803179888175,0
121.1613968397256,14.28819866732728,100
121.1624748180665,14.26259668172986,0
121.10049106346227,14.23861166364388,0
121.14819160504899,14.224058956041134,0
121.12070315735494,14.243732060763364,0
121.16220532348129,14.279844335184961,100
121.15519846426517,14.232143793598212,0
121.10938438477504,14.286581699815855,0
121.13094395159393,14.254781338758022,0
121.14873059421947,14.237803179888175,0
121.15223402382756,14.249930436223778,0
121.12339810320734,14.258554262951336,0
121.11477427647978,14.254511844172796,0
121.12366759779255,14.28226978645209,0
121.1247455761335,14.249121952468073,0
121.10049106346227,14.264483143826524,0
121.16112734514033,14.268256068019824,0
121.12205063028111,14.234569244865341,0
121.11989467359925,14.280652818940666,0
121.14980857256043,14.257206790025151,0
121.1473831212933,14.276879894747367,0
121.10453348224078,14.289007151082984,0
121.15223402382756,14.234030255694861,0
121.12366759779255,14.28604271064539,0
121.13013546783819,14.267447584264119,0
121.16813420435645,14.235647223206286,0
121.13552535954292,14.251547403735202,0
121.14010676749191,14.23483873945058,0
121.10480297682605,14.222980977700203,0
121.15789341011751,14.222172493944484,0
121.12393709237776,14.280922313525906,0
121.10830640643408,14.281461302696371,0
121.13417788661675,14.254781338758022,0
121.14765261587851,14.2838867539635,87
121.1217811356959,14.26124920880369,0
121.15654593719134,14.263944154656045,0
121.14522716461144,14.260440725047985,0
121.10588095516701,14.259901735877506,0
121.100221568877,14.2838867539635,0
121.11180983604217,14.23483873945058,0
121.15385099133894,14.284964732304445,100
121.14819160504899,14.26340516548558,0
121.13067445700867,14.255859317098967,0
121.10183853638844,14.220286031847834,0
